date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:28:16	88912/88912	---M--	200	added ('OK')	image/jpeg	etag:%2215b50-53b44e546f180%22	http://localhost/hypermedia/images/lostlaketrail-940x350.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/lostlaketrail-940x350.jpg	(from http://localhost/hypermedia/trail.php?id=7)
00:28:20	23522/23522	---M--	200	added ('OK')	image/jpeg	etag:%225be2-53b88fa457400%22	http://localhost/hypermedia/images/RTEmagicC_Laghetto_Mandrone_territorio_2.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/RTEmagicC_Laghetto_Mandrone_territorio_2.jpg	(from http://localhost/hypermedia/territory.php?id=2)
00:28:22	302132/302132	---M--	200	added ('OK')	image/jpeg	etag:%2249c34-53b44d13ffd80%22	http://localhost/hypermedia/images/harlequin2.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/harlequin2.jpg	(from http://localhost/hypermedia/trail.php?id=1)
00:28:29	52541/52541	---M--	200	added ('OK')	image/jpeg	etag:%22cd3d-53b34245d8480%22	http://localhost/hypermedia/images/orso-marsicano-e-cuccioli.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/orso-marsicano-e-cuccioli.jpg	(from http://localhost/hypermedia/territory.php?id=5)
00:28:31	55972/55972	---M--	200	added ('OK')	image/jpeg	etag:%22daa4-53bc7c9b27600%22	http://localhost/hypermedia/images/59041-004-7F34BA3A.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/59041-004-7F34BA3A.jpg	(from http://localhost/hypermedia/territory.php?id=8)
00:28:39	60546/60546	---M--	200	added ('OK')	image/jpeg	etag:%22ec82-53d3193383694%22	http://localhost/hypermedia/images/RTEmagicC_mavignola_01.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/RTEmagicC_mavignola_01.jpg	(from http://localhost/hypermedia/hhgallery.php?id=1)
00:28:41	14064/14064	---M--	200	added ('OK')	image/jpeg	etag:%2236f0-53b5d13383000%22	http://localhost/hypermedia/images/RTEmagicC_Casina_Valagola_01.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/RTEmagicC_Casina_Valagola_01.jpg	(from http://localhost/hypermedia/hhgallery.php?id=2)
00:28:47	98850/98850	---M--	200	added ('OK')	image/jpeg	etag:%2218222-53d3191a8bc00%22	http://localhost/hypermedia/images/71879_sala-da-pranzo.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/71879_sala-da-pranzo.jpg	(from http://localhost/hypermedia/hhgallery.php?id=1)
00:28:48	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2023%20Sep%202016%2022:28:47%20GMT	http://localhost/hypermedia/images/logo.png	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/logo.png	(from http://localhost/hypermedia/)
00:28:48	43421/43421	---M--	200	added ('OK')	image/jpeg	etag:%22a99d-53b5d332ae600%22	http://localhost/hypermedia/images/05.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/05.jpg	(from http://localhost/hypermedia/hhgallery.php?id=2)
00:28:49	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-538744960dd80%22	http://localhost/hypermedia/fonts/glyphicons-halflings-regular.woff2	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/fonts/glyphicons-halflings-regular.html	(from http://localhost/hypermedia/css/bootstrap.min.css)
00:28:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-538744960dd80%22	http://localhost/hypermedia/fonts/glyphicons-halflings-regular.eot	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/fonts/glyphicons-halflings-regular.eot	(from http://localhost/hypermedia/css/bootstrap.min.css)
00:28:53	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-538744960dd80%22	http://localhost/hypermedia/fonts/glyphicons-halflings-regular.woff	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/fonts/glyphicons-halflings-regular.woff	(from http://localhost/hypermedia/css/bootstrap.min.css)
00:28:53	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-538744960dd80%22	http://localhost/hypermedia/fonts/glyphicons-halflings-regular.svg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/fonts/glyphicons-halflings-regular.svg	(from http://localhost/hypermedia/css/bootstrap.min.css)
00:28:55	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2023%20Sep%202016%2022:28:53%20GMT	http://localhost/hypermedia/images/header.jpg	/home/hrh/Documents/HYP/new/offline/Redstone/localhost/hypermedia/images/header.jpg	(from http://localhost/hypermedia/)
